Company_Symbol,Year,Total_Board_Meetings_Per_Year,Company_Overall_Attendance,Total_Should_Attend,Company_Overall_Attendance_Percentage
SJWD,2026,N/A,N/A,N/A,N/A
SKE,2021,N/A,N/A,N/A,N/A
SKE,2022,N/A,N/A,N/A,N/A
SKE,2023,4,36,36,100.0
SKE,2024,6,54,54,100.0
SKE,2025,6,53,54,98.15
SKE,2026,N/A,N/A,N/A,N/A
SKN,2021,N/A,N/A,N/A,N/A
SKN,2022,4,48,48,100.0
SKN,2023,4,48,48,100.0
SKN,2024,4,48,48,100.0
SKN,2025,4,48,48,100.0
SKN,2026,N/A,N/A,N/A,N/A
SKR,2021,N/A,N/A,N/A,N/A
SKR,2022,12,180,180,100.0
SKR,2023,12,15,15,100.0
SKR,2024,12,180,180,100.0
SKR,2025,12,180,180,100.0
SKR,2026,N/A,N/A,N/A,N/A
SKY,2021,N/A,N/A,N/A,N/A
SKY,2022,N/A,N/A,N/A,N/A
SKY,2023,13,103,104,99.04
SKY,2024,7,56,56,100.0
SKY,2025,10,80,80,100.0
SKY,2026,N/A,N/A,N/A,N/A
SK,2021,N/A,N/A,N/A,N/A
SK,2022,7,44,49,89.8
SK,2023,7,48,49,97.96
SK,2024,7,45,49,91.84
SK,2025,N/A,N/A,N/A,N/A
SK,2026,N/A,N/A,N/A,N/A
SLP,2021,N/A,N/A,N/A,N/A
SLP,2022,6,57,60,95.0
SLP,2023,6,35,36,97.22
SLP,2024,6,60,60,100.0
SLP,2025,5,48,50,96.0
SLP,2026,N/A,N/A,N/A,N/A
SMART,2021,N/A,N/A,N/A,N/A
SMART,2022,7,49,49,100.0
SMART,2023,4,28,28,100.0
SMART,2024,4,28,28,100.0
SMART,2025,4,28,28,100.0
SMART,2026,N/A,N/A,N/A,N/A
SMD100,2021,N/A,N/A,N/A,N/A
SMD100,2022,10,93,120,77.5
SMD100,2023,7,67,70,95.71
SMD100,2024,11,102,121,84.3
SMD100,2025,7,67,70,95.71
SMD100,2026,N/A,N/A,N/A,N/A
SMIT,2021,N/A,N/A,N/A,N/A
SMIT,2022,4,57,60,95.0
SMIT,2023,4,53,57,92.98
SMIT,2024,4,54,56,96.43
SMIT,2025,4,55,56,98.21
SMIT,2026,N/A,N/A,N/A,N/A
SMPC,2021,N/A,N/A,N/A,N/A
SMPC,2022,6,54,54,100.0
SMPC,2023,6,54,54,100.0
SMPC,2024,6,53,54,98.15
SMPC,2025,6,54,54,100.0
SMPC,2026,N/A,N/A,N/A,N/A
SMT,2021,N/A,N/A,N/A,N/A
SMT,2022,N/A,N/A,N/A,N/A
SMT,2023,5,34,35,97.14
SMT,2024,6,42,42,100.0
SMT,2025,N/A,N/A,N/A,N/A
SMT,2026,N/A,N/A,N/A,N/A
SNC,2021,N/A,N/A,N/A,N/A
SNC,2022,9,111,115,96.52
SNC,2023,7,87,91,95.6
SNC,2024,9,106,108,98.15
SNC,2025,6,70,72,97.22
SNC,2026,N/A,N/A,N/A,N/A
SNNP,2021,N/A,N/A,N/A,N/A
SNNP,2022,6,52,54,96.3
SNNP,2023,6,54,54,100.0
SNNP,2024,8,80,104,76.92
SNNP,2025,6,66,66,100.0
SNNP,2026,N/A,N/A,N/A,N/A
SNP,2021,N/A,N/A,N/A,N/A
SNP,2022,5,60,60,100.0
SNP,2023,6,70,72,97.22
SNP,2024,6,71,72,98.61
SNP,2025,7,84,84,100.0
SNP,2026,N/A,N/A,N/A,N/A
SOLAR,2021,N/A,N/A,N/A,N/A
SOLAR,2022,7,32,63,50.79
SOLAR,2023,7,48,63,76.19
SOLAR,2024,13,88,104,84.62
SOLAR,2025,11,62,64,96.88
SOLAR,2026,N/A,N/A,N/A,N/A
SONIC,2021,N/A,N/A,N/A,N/A
SONIC,2022,4,28,28,100.0
SONIC,2023,4,32,32,100.0
SONIC,2024,5,39,39,100.0
SONIC,2025,4,32,32,100.0
SONIC,2026,N/A,N/A,N/A,N/A
SORKON,2021,N/A,N/A,N/A,N/A
SORKON,2022,7,84,84,100.0
SORKON,2023,11,123,134,91.79
SORKON,2024,6,63,72,87.5
SORKON,2025,9,91,122,74.59
SORKON,2026,N/A,N/A,N/A,N/A
SO,2021,N/A,N/A,N/A,N/A
SO,2022,N/A,N/A,N/A,N/A
SO,2023,6,65,66,98.48
SO,2024,5,54,54,100.0
SO,2025,5,45,45,100.0
SO,2026,N/A,N/A,N/A,N/A
SPACK,2021,N/A,N/A,N/A,N/A
SPACK,2022,4,31,32,96.88
SPACK,2023,5,31,33,93.94
SPACK,2024,6,46,46,100.0
SPACK,2025,5,36,37,97.3
SPACK,2026,N/A,N/A,N/A,N/A
SPALI,2021,N/A,N/A,N/A,N/A
SPALI,2022,12,119,120,99.17
SPALI,2023,12,117,120,97.5
SPALI,2024,12,119,120,99.17
SPALI,2025,12,118,120,98.33
SPALI,2026,N/A,N/A,N/A,N/A
SPA,2021,N/A,N/A,N/A,N/A
SPA,2022,5,45,45,100.0
SPA,2023,5,44,44,100.0
SPA,2024,8,75,77,97.4
SPA,2025,7,62,64,96.88
SPA,2026,N/A,N/A,N/A,N/A
SPCG,2021,N/A,N/A,N/A,N/A
SPCG,2022,6,54,66,81.82
SPCG,2023,4,34,36,94.44
SPCG,2024,4,36,36,100.0
SPCG,2025,N/A,N/A,N/A,N/A
SPCG,2026,N/A,N/A,N/A,N/A
SPC,2021,N/A,N/A,N/A,N/A
SPC,2022,12,177,179,98.88
SPC,2023,12,165,168,98.21
SPC,2024,12,172,178,96.63
SPC,2025,13,185,190,97.37
SPC,2026,N/A,N/A,N/A,N/A
SPG,2021,N/A,N/A,N/A,N/A
SPG,2022,6,62,83,74.7
SPG,2023,N/A,N/A,N/A,N/A
SPG,2024,7,52,70,74.29
SPG,2025,N/A,N/A,N/A,N/A
SPG,2026,N/A,N/A,N/A,N/A
SPI,2021,N/A,N/A,N/A,N/A
SPI,2022,13,186,192,96.88
SPI,2023,12,172,178,96.63
SPI,2024,10,139,149,93.29
SPI,2025,11,162,172,94.19
SPI,2026,N/A,N/A,N/A,N/A
SPRC,2021,N/A,N/A,N/A,N/A
SPRC,2022,6,42,46,91.3
SPRC,2023,5,42,42,100.0
SPRC,2024,6,50,54,92.59
SPRC,2025,7,61,63,96.83
SPRC,2026,N/A,N/A,N/A,N/A
SPTX,2021,N/A,N/A,N/A,N/A
SPTX,2022,8,71,80,88.75
SPTX,2023,7,60,63,95.24
SPTX,2024,18,171,198,86.36
SPTX,2025,3,76,76,100.0
SPTX,2026,N/A,N/A,N/A,N/A
SPVI,2021,N/A,N/A,N/A,N/A
SPVI,2022,5,39,40,97.5
SPVI,2023,5,40,40,100.0
SPVI,2024,5,40,40,100.0
SPVI,2025,6,48,48,100.0
SPVI,2026,N/A,N/A,N/A,N/A
SQ,2021,N/A,N/A,N/A,N/A
SQ,2022,5,55,55,100.0
SQ,2023,7,75,77,97.4
SQ,2024,6,65,66,98.48
SQ,2025,N/A,N/A,N/A,N/A
SQ,2026,N/A,N/A,N/A,N/A
SRICHA,2021,N/A,N/A,N/A,N/A
SRICHA,2022,4,36,36,100.0
SRICHA,2023,4,32,36,88.89
SRICHA,2024,5,40,45,88.89
SRICHA,2025,5,43,45,95.56
SRICHA,2026,N/A,N/A,N/A,N/A
SRS,2021,N/A,N/A,N/A,N/A
SRS,2022,N/A,N/A,N/A,N/A
SRS,2023,5,35,35,100.0
SRS,2024,4,28,28,100.0
SRS,2025,5,35,35,100.0
SRS,2026,N/A,N/A,N/A,N/A
SR,2021,N/A,N/A,N/A,N/A
SR,2022,7,61,61,100.0
SR,2023,8,69,72,95.83
SR,2024,9,76,79,96.2
SR,2025,N/A,N/A,N/A,N/A
SR,2026,N/A,N/A,N/A,N/A
SSF,2021,N/A,N/A,N/A,N/A
SSF,2022,7,66,70,94.29
SSF,2023,10,79,79,100.0
SSF,2024,7,67,70,95.71
SSF,2025,8,76,80,95.0
SSF,2026,N/A,N/A,N/A,N/A
SSP,2021,N/A,N/A,N/A,N/A
SSP,2022,7,68,70,97.14
SSP,2023,7,60,60,100.0
SSP,2024,7,70,77,90.91
SSP,2025,8,79,80,98.75
SSP,2026,N/A,N/A,N/A,N/A
SSSC,2021,N/A,N/A,N/A,N/A
SSSC,2022,4,46,46,100.0
SSSC,2023,4,45,48,93.75
SSSC,2024,4,48,48,100.0
SSSC,2025,4,42,48,87.5
SSSC,2026,N/A,N/A,N/A,N/A
SST,2021,N/A,N/A,N/A,N/A
SST,2022,10,88,90,97.78
SST,2023,7,70,77,90.91
SST,2024,6,63,66,95.45
SST,2025,N/A,N/A,N/A,N/A
SST,2026,N/A,N/A,N/A,N/A
STANLY,2021,N/A,N/A,N/A,N/A
STANLY,2022,N/A,N/A,N/A,N/A
STANLY,2023,7,77,84,91.67
STANLY,2024,N/A,N/A,N/A,N/A
STANLY,2025,6,70,73,95.89
STANLY,2026,N/A,N/A,N/A,N/A
STARM,2021,N/A,N/A,N/A,N/A
STARM,2022,7,58,63,92.06
STARM,2023,4,28,28,100.0
STARM,2024,4,36,36,100.0
STARM,2025,4,36,36,100.0
STARM,2026,N/A,N/A,N/A,N/A
STA,2021,N/A,N/A,N/A,N/A
STA,2022,8,97,98,98.98
STA,2023,7,83,84,98.81
STA,2024,7,83,84,98.81
STA,2025,7,84,84,100.0
STA,2026,N/A,N/A,N/A,N/A
STC,2021,N/A,N/A,N/A,N/A
STC,2022,4,35,36,97.22
STC,2023,5,40,41,97.56
STC,2024,5,39,40,97.5
STC,2025,4,32,32,100.0
STC,2026,N/A,N/A,N/A,N/A
STECH,2021,N/A,N/A,N/A,N/A
STECH,2022,4,36,36,100.0
STECH,2023,4,36,36,100.0
STECH,2024,5,44,44,100.0
STECH,2025,5,40,40,100.0
STECH,2026,N/A,N/A,N/A,N/A
STELLA,2021,N/A,N/A,N/A,N/A
STELLA,2022,8,68,72,94.44
STELLA,2023,N/A,N/A,N/A,N/A
STELLA,2024,11,102,109,93.58
STELLA,2025,11,110,110,100.0
STELLA,2026,N/A,N/A,N/A,N/A
STGT,2021,N/A,N/A,N/A,N/A
STGT,2022,8,96,96,100.0
STGT,2023,6,71,72,98.61
STGT,2024,6,71,72,98.61
STGT,2025,8,95,96,98.96
STGT,2026,N/A,N/A,N/A,N/A
STI,2021,N/A,N/A,N/A,N/A
STI,2022,5,58,60,96.67
STI,2023,4,44,44,100.0
STI,2024,5,54,54,100.0
STI,2025,4,44,44,100.0
STI,2026,N/A,N/A,N/A,N/A
STOWER,2021,N/A,N/A,N/A,N/A
STOWER,2022,8,61,63,96.83
STOWER,2023,6,54,54,100.0
STOWER,2024,8,65,65,100.0
STOWER,2025,6,53,54,98.15
STOWER,2026,N/A,N/A,N/A,N/A
STPI,2021,N/A,N/A,N/A,N/A
STPI,2022,6,48,48,100.0
STPI,2023,8,64,64,100.0
STPI,2024,6,48,54,88.89
STPI,2025,6,48,48,100.0
STPI,2026,N/A,N/A,N/A,N/A
STP,2021,N/A,N/A,N/A,N/A
STP,2022,8,72,72,100.0
STP,2023,6,51,54,94.44
STP,2024,N/A,N/A,N/A,N/A
STP,2025,6,53,54,98.15
STP,2026,N/A,N/A,N/A,N/A
SUC,2021,N/A,N/A,N/A,N/A
SUC,2022,12,163,180,90.56
SUC,2023,13,170,188,90.43
SUC,2024,13,179,194,92.27
SUC,2025,12,161,180,89.44
SUC,2026,N/A,N/A,N/A,N/A
SUN,2021,N/A,N/A,N/A,N/A
SUN,2022,6,54,60,90.0
SUN,2023,6,52,54,96.3
SUN,2024,8,68,72,94.44
SUN,2025,6,52,53,98.11
SUN,2026,N/A,N/A,N/A,N/A
SUPER,2021,N/A,N/A,N/A,N/A
SUPER,2022,10,73,77,94.81
SUPER,2023,7,53,56,94.64
SUPER,2024,11,86,88,97.73
SUPER,2025,10,78,80,97.5
SUPER,2026,N/A,N/A,N/A,N/A
SUSCO,2021,N/A,N/A,N/A,N/A
SUSCO,2022,14,122,128,95.31
SUSCO,2023,15,130,135,96.3
SUSCO,2024,12,126,126,100.0
SUSCO,2025,12,129,132,97.73
SUSCO,2026,N/A,N/A,N/A,N/A
SUTHA,2021,N/A,N/A,N/A,N/A
SUTHA,2022,5,36,40,90.0
SUTHA,2023,6,34,48,70.83
SUTHA,2024,5,36,37,97.3
SUTHA,2025,5,40,40,100.0
SUTHA,2026,N/A,N/A,N/A,N/A
SVI,2021,N/A,N/A,N/A,N/A
SVI,2022,N/A,N/A,N/A,N/A
SVI,2023,6,41,42,97.62
SVI,2024,10,63,66,95.45
SVI,2025,9,52,57,91.23
SVI,2026,N/A,N/A,N/A,N/A
SVOA,2021,N/A,N/A,N/A,N/A
SVOA,2022,4,38,39,97.44
SVOA,2023,5,47,48,97.92
SVOA,2024,7,69,70,98.57
SVOA,2025,N/A,N/A,N/A,N/A
SVOA,2026,N/A,N/A,N/A,N/A
SVR,2021,N/A,N/A,N/A,N/A
SVR,2022,7,49,49,100.0
SVR,2023,6,39,40,97.5
SVR,2024,4,23,24,95.83
SVR,2025,N/A,N/A,N/A,N/A
SVR,2026,N/A,N/A,N/A,N/A
SVT,2021,N/A,N/A,N/A,N/A
SVT,2022,4,39,41,95.12
SVT,2023,4,39,39,100.0
SVT,2024,5,46,50,92.0
SVT,2025,4,36,36,100.0
SVT,2026,N/A,N/A,N/A,N/A
SWC,2021,N/A,N/A,N/A,N/A
SWC,2022,6,39,49,79.59
SWC,2023,6,38,41,92.68
SWC,2024,8,47,53,88.68
SWC,2025,4,27,28,96.43
SWC,2026,N/A,N/A,N/A,N/A
SYMC,2021,N/A,N/A,N/A,N/A
SYMC,2022,8,62,64,96.88
SYMC,2023,6,47,48,97.92
SYMC,2024,6,47,48,97.92
SYMC,2025,8,64,64,100.0
SYMC,2026,N/A,N/A,N/A,N/A
SYNEX,2021,N/A,N/A,N/A,N/A
SYNEX,2022,4,45,45,100.0
SYNEX,2023,4,47,52,90.38
SYNEX,2024,4,47,48,97.92
SYNEX,2025,4,47,47,100.0
SYNEX,2026,N/A,N/A,N/A,N/A
SYNTEC,2021,N/A,N/A,N/A,N/A
SYNTEC,2022,12,96,96,100.0
SYNTEC,2023,13,104,104,100.0
SYNTEC,2024,12,95,96,98.96
SYNTEC,2025,7,56,56,100.0
SYNTEC,2026,N/A,N/A,N/A,N/A
S,2021,N/A,N/A,N/A,N/A
S,2022,9,74,86,86.05
S,2023,9,81,89,91.01
S,2024,9,78,89,87.64
S,2025,10,91,98,92.86
S,2026,N/A,N/A,N/A,N/A
TACC,2021,N/A,N/A,N/A,N/A
TACC,2022,N/A,N/A,N/A,N/A
TACC,2023,7,55,60,91.67
TACC,2024,7,60,64,93.75
TACC,2025,7,55,59,93.22
TACC,2026,N/A,N/A,N/A,N/A
TAE,2021,N/A,N/A,N/A,N/A
TAE,2022,13,100,104,96.15
TAE,2023,12,95,96,98.96
TAE,2024,15,128,138,92.75
TAE,2025,12,105,108,97.22
TAE,2026,N/A,N/A,N/A,N/A
TAKUNI,2021,N/A,N/A,N/A,N/A
TAKUNI,2022,11,67,68,98.53
TAKUNI,2023,N/A,N/A,N/A,N/A
TAKUNI,2024,9,61,61,100.0
TAKUNI,2025,12,80,82,97.56
TAKUNI,2026,N/A,N/A,N/A,N/A
TAN,2021,N/A,N/A,N/A,N/A
TAN,2022,N/A,N/A,N/A,N/A
TAN,2023,10,81,90,90.0
TAN,2024,4,35,35,100.0
TAN,2025,5,39,45,86.67
TAN,2026,N/A,N/A,N/A,N/A
TAPAC,2021,N/A,N/A,N/A,N/A
TAPAC,2022,N/A,N/A,N/A,N/A
TAPAC,2023,6,48,48,100.0
TAPAC,2024,N/A,N/A,N/A,N/A
TAPAC,2025,N/A,N/A,N/A,N/A
TAPAC,2026,N/A,N/A,N/A,N/A
TASCO,2021,N/A,N/A,N/A,N/A
TASCO,2022,6,75,76,98.68
TASCO,2023,5,57,60,95.0
TASCO,2024,5,56,59,94.92
TASCO,2025,7,79,84,94.05
TASCO,2026,N/A,N/A,N/A,N/A
TBN,2021,N/A,N/A,N/A,N/A
TBN,2022,N/A,N/A,N/A,N/A
TBN,2023,6,45,46,97.83
TBN,2024,6,40,41,97.56
TBN,2025,7,49,49,100.0
TBN,2026,N/A,N/A,N/A,N/A
TCAP,2021,N/A,N/A,N/A,N/A
TCAP,2022,12,108,108,100.0
TCAP,2023,13,117,117,100.0
TCAP,2024,12,108,108,100.0
TCAP,2025,14,135,135,100.0
TCAP,2026,N/A,N/A,N/A,N/A
TCC,2021,N/A,N/A,N/A,N/A
TCC,2022,6,33,36,91.67
TCC,2023,6,50,54,92.59
TCC,2024,6,51,54,94.44
TCC,2025,N/A,N/A,N/A,N/A
TCC,2026,N/A,N/A,N/A,N/A
TCJ,2021,N/A,N/A,N/A,N/A
TCJ,2022,4,27,28,96.43
TCJ,2023,4,28,28,100.0
TCJ,2024,N/A,N/A,N/A,N/A
TCJ,2025,N/A,N/A,N/A,N/A
TCJ,2026,N/A,N/A,N/A,N/A
TCMC,2021,N/A,N/A,N/A,N/A
TCMC,2022,5,44,45,97.78
TCMC,2023,5,42,45,93.33
TCMC,2024,7,59,63,93.65
TCMC,2025,8,68,70,97.14
TCMC,2026,N/A,N/A,N/A,N/A
TCOAT,2021,N/A,N/A,N/A,N/A
TCOAT,2022,4,30,30,100.0
TCOAT,2023,4,32,32,100.0
TCOAT,2024,4,32,32,100.0
TCOAT,2025,N/A,N/A,N/A,N/A
TCOAT,2026,N/A,N/A,N/A,N/A
TC,2021,N/A,N/A,N/A,N/A
TC,2022,N/A,N/A,N/A,N/A
TC,2023,N/A,N/A,N/A,N/A
TC,2024,N/A,N/A,N/A,N/A
TC,2025,N/A,N/A,N/A,N/A
TC,2026,N/A,N/A,N/A,N/A
TEAMG,2021,N/A,N/A,N/A,N/A
TEAMG,2022,10,80,87,91.95
TEAMG,2023,9,78,81,96.3
TEAMG,2024,7,61,61,100.0
TEAMG,2025,8,69,71,97.18
TEAMG,2026,N/A,N/A,N/A,N/A
TEAM,2021,N/A,N/A,N/A,N/A
TEAM,2022,7,42,42,100.0
TEAM,2023,7,42,42,100.0
TEAM,2024,7,42,42,100.0
TEAM,2025,8,47,48,97.92
TEAM,2026,N/A,N/A,N/A,N/A
TEGH,2021,N/A,N/A,N/A,N/A
TEGH,2022,10,90,90,100.0
TEGH,2023,6,54,54,100.0
TEGH,2024,6,54,54,100.0
TEGH,2025,N/A,N/A,N/A,N/A
TEGH,2026,N/A,N/A,N/A,N/A
TEKA,2021,N/A,N/A,N/A,N/A
TEKA,2022,5,35,35,100.0
TEKA,2023,4,28,28,100.0
TEKA,2024,4,27,28,96.43
TEKA,2025,4,26,28,92.86
TEKA,2026,N/A,N/A,N/A,N/A
TFG,2021,N/A,N/A,N/A,N/A
TFG,2022,7,60,63,95.24
TFG,2023,6,56,56,100.0
TFG,2024,7,61,77,79.22
TFG,2025,N/A,N/A,N/A,N/A
TFG,2026,N/A,N/A,N/A,N/A
TFI,2021,N/A,N/A,N/A,N/A
TFI,2022,12,92,104,88.46
TFI,2023,9,66,71,92.96
TFI,2024,13,97,98,98.98
TFI,2025,N/A,N/A,N/A,N/A
TFI,2026,N/A,N/A,N/A,N/A
TFMAMA,2021,N/A,N/A,N/A,N/A
TFMAMA,2022,N/A,N/A,N/A,N/A
TFMAMA,2023,12,179,180,99.44
TFMAMA,2024,12,179,180,99.44
TFMAMA,2025,N/A,N/A,N/A,N/A
TFMAMA,2026,N/A,N/A,N/A,N/A
TFM,2021,N/A,N/A,N/A,N/A
TFM,2022,N/A,N/A,N/A,N/A
TFM,2023,5,51,53,96.23
TFM,2024,5,48,53,90.57
TFM,2025,7,67,69,97.1
TFM,2026,N/A,N/A,N/A,N/A
TGE,2021,N/A,N/A,N/A,N/A
TGE,2022,N/A,N/A,N/A,N/A
TGE,2023,6,54,54,100.0
TGE,2024,6,54,54,100.0
TGE,2025,8,70,70,100.0
TGE,2026,N/A,N/A,N/A,N/A
TGH,2021,N/A,N/A,N/A,N/A
TGH,2022,19,283,296,95.61
TGH,2023,8,110,112,98.21
TGH,2024,8,100,112,89.29
TGH,2025,7,86,98,87.76
TGH,2026,N/A,N/A,N/A,N/A
TGPRO,2021,N/A,N/A,N/A,N/A
TGPRO,2022,5,33,35,94.29
TGPRO,2023,4,28,28,100.0
TGPRO,2024,6,42,42,100.0
TGPRO,2025,4,28,28,100.0
TGPRO,2026,N/A,N/A,N/A,N/A
THAI,2021,N/A,N/A,N/A,N/A
THAI,2022,N/A,N/A,N/A,N/A
THAI,2023,N/A,N/A,N/A,N/A
THAI,2024,N/A,N/A,N/A,N/A
THAI,2025,N/A,N/A,N/A,N/A
THAI,2026,N/A,N/A,N/A,N/A
THANA,2021,N/A,N/A,N/A,N/A
THANA,2022,4,36,36,100.0
THANA,2023,6,54,54,100.0
THANA,2024,5,45,50,90.0
THANA,2025,6,50,54,92.59
THANA,2026,N/A,N/A,N/A,N/A
THANI,2021,N/A,N/A,N/A,N/A
THANI,2022,6,71,71,100.0
THANI,2023,6,71,72,98.61
THANI,2024,6,69,72,95.83
THANI,2025,6,69,69,100.0
THANI,2026,N/A,N/A,N/A,N/A
THCOM,2021,N/A,N/A,N/A,N/A
THCOM,2022,10,88,89,98.88
THCOM,2023,14,139,140,99.29
THCOM,2024,13,141,143,98.6
THCOM,2025,14,144,152,94.74
THCOM,2026,N/A,N/A,N/A,N/A
THE,2021,N/A,N/A,N/A,N/A
THE,2022,4,27,32,84.38
THE,2023,5,35,35,100.0
THE,2024,4,26,26,100.0
THE,2025,5,28,34,82.35
THE,2026,N/A,N/A,N/A,N/A
THG,2021,N/A,N/A,N/A,N/A
THG,2022,13,164,168,97.62
THG,2023,13,176,178,98.88
THG,2024,27,344,374,91.98
THG,2025,16,222,261,85.06
THG,2026,N/A,N/A,N/A,N/A
THIP,2021,N/A,N/A,N/A,N/A
THIP,2022,12,106,108,98.15
THIP,2023,9,78,90,86.67
THIP,2024,12,105,108,97.22
THIP,2025,9,70,76,92.11
THIP,2026,N/A,N/A,N/A,N/A
THMUI,2021,N/A,N/A,N/A,N/A
THMUI,2022,4,28,28,100.0
THMUI,2023,4,27,28,96.43
THMUI,2024,4,28,28,100.0
THMUI,2025,4,28,28,100.0
THMUI,2026,N/A,N/A,N/A,N/A
THREL,2021,N/A,N/A,N/A,N/A
THREL,2022,7,69,70,98.57
THREL,2023,7,66,68,97.06
THREL,2024,7,60,63,95.24
THREL,2025,6,48,50,96.0
THREL,2026,N/A,N/A,N/A,N/A
THRE,2021,N/A,N/A,N/A,N/A
THRE,2022,4,40,44,90.91
THRE,2023,4,38,40,95.0
THRE,2024,4,39,40,97.5
THRE,2025,4,39,40,97.5
THRE,2026,N/A,N/A,N/A,N/A
TH,2021,N/A,N/A,N/A,N/A
TH,2022,N/A,N/A,N/A,N/A
TH,2023,4,30,44,68.18
TH,2024,N/A,N/A,N/A,N/A
TH,2025,N/A,N/A,N/A,N/A
TH,2026,N/A,N/A,N/A,N/A
TIGER,2021,N/A,N/A,N/A,N/A
TIGER,2022,4,28,28,100.0
TIGER,2023,4,31,31,100.0
TIGER,2024,4,30,30,100.0
TIGER,2025,4,32,32,100.0
TIGER,2026,N/A,N/A,N/A,N/A
TIPCO,2021,N/A,N/A,N/A,N/A
TIPCO,2022,8,74,77,96.1
TIPCO,2023,7,69,69,100.0
TIPCO,2024,10,99,99,100.0
TIPCO,2025,10,78,79,98.73
TIPCO,2026,N/A,N/A,N/A,N/A
TIPH,2021,N/A,N/A,N/A,N/A
TIPH,2022,12,167,168,99.4
TIPH,2023,12,163,165,98.79
TIPH,2024,12,154,156,98.72
TIPH,2025,12,140,141,99.29
TIPH,2026,N/A,N/A,N/A,N/A
TISCO,2021,N/A,N/A,N/A,N/A
TISCO,2022,7,70,74,94.59
TISCO,2023,7,91,91,100.0
TISCO,2024,8,104,104,100.0
TISCO,2025,8,104,104,100.0
TISCO,2026,N/A,N/A,N/A,N/A
TITLE,2021,N/A,N/A,N/A,N/A
TITLE,2022,6,53,60,88.33
TITLE,2023,11,89,95,93.68
TITLE,2024,10,86,88,97.73
TITLE,2025,6,54,54,100.0
TITLE,2026,N/A,N/A,N/A,N/A
TKC,2021,N/A,N/A,N/A,N/A
TKC,2022,N/A,N/A,N/A,N/A
TKC,2023,N/A,N/A,N/A,N/A
TKC,2024,6,60,63,95.24
TKC,2025,5,55,55,100.0
TKC,2026,N/A,N/A,N/A,N/A
TKN,2021,N/A,N/A,N/A,N/A
TKN,2022,7,57,59,96.61
TKN,2023,7,70,70,100.0
TKN,2024,9,88,90,97.78
TKN,2025,12,106,109,97.25
TKN,2026,N/A,N/A,N/A,N/A
TKS,2021,N/A,N/A,N/A,N/A
TKS,2022,7,52,55,94.55
TKS,2023,7,59,61,96.72
TKS,2024,6,55,57,96.49
TKS,2025,6,64,64,100.0
TKS,2026,N/A,N/A,N/A,N/A
TKT,2021,N/A,N/A,N/A,N/A
TKT,2022,9,117,144,81.25
TKT,2023,8,100,104,96.15
TKT,2024,6,76,78,97.44
TKT,2025,6,74,78,94.87
TKT,2026,N/A,N/A,N/A,N/A
TK,2021,N/A,N/A,N/A,N/A
TK,2022,N/A,N/A,N/A,N/A
TK,2023,4,43,44,97.73
TK,2024,4,43,44,97.73
TK,2025,4,44,44,100.0
TK,2026,N/A,N/A,N/A,N/A
TLI,2021,N/A,N/A,N/A,N/A
TLI,2022,8,93,96,96.88
TLI,2023,6,11,12,91.67
TLI,2024,7,77,84,91.67
TLI,2025,8,93,94,98.94
TLI,2026,N/A,N/A,N/A,N/A
TL,2021,N/A,N/A,N/A,N/A
TL,2022,N/A,N/A,N/A,N/A
TL,2023,7,46,49,93.88
TL,2024,N/A,N/A,N/A,N/A
TL,2025,N/A,N/A,N/A,N/A
TL,2026,N/A,N/A,N/A,N/A
TMC,2021,N/A,N/A,N/A,N/A
TMC,2022,N/A,N/A,N/A,N/A
TMC,2023,8,69,72,95.83
TMC,2024,4,35,36,97.22
TMC,2025,5,39,41,95.12
TMC,2026,N/A,N/A,N/A,N/A
TMD,2021,N/A,N/A,N/A,N/A
TMD,2022,6,54,54,100.0
TMD,2023,6,52,52,100.0
TMD,2024,6,52,52,100.0
TMD,2025,6,53,53,100.0
TMD,2026,N/A,N/A,N/A,N/A
TMILL,2021,N/A,N/A,N/A,N/A
TMILL,2022,N/A,N/A,N/A,N/A
TMILL,2023,N/A,N/A,N/A,N/A
TMILL,2024,12,135,141,95.74
TMILL,2025,12,139,144,96.53
TMILL,2026,N/A,N/A,N/A,N/A
TMI,2021,N/A,N/A,N/A,N/A
TMI,2022,N/A,N/A,N/A,N/A
TMI,2023,5,40,40,100.0
TMI,2024,6,48,48,100.0
TMI,2025,8,64,64,100.0
TMI,2026,N/A,N/A,N/A,N/A
TMT,2021,N/A,N/A,N/A,N/A
TMT,2022,7,49,49,100.0
TMT,2023,7,48,49,97.96
TMT,2024,7,49,49,100.0
TMT,2025,7,49,49,100.0
TMT,2026,N/A,N/A,N/A,N/A
TMW,2021,N/A,N/A,N/A,N/A
TMW,2022,N/A,N/A,N/A,N/A
TMW,2023,N/A,N/A,N/A,N/A
TMW,2024,N/A,N/A,N/A,N/A
TMW,2025,N/A,N/A,N/A,N/A
TMW,2026,N/A,N/A,N/A,N/A
TM,2021,N/A,N/A,N/A,N/A
TM,2022,4,39,40,97.5
TM,2023,4,34,40,85.0
TM,2024,4,35,37,94.59
TM,2025,7,52,53,98.11
TM,2026,N/A,N/A,N/A,N/A
TNDT,2021,N/A,N/A,N/A,N/A
TNDT,2022,5,38,38,100.0
TNDT,2023,4,32,32,100.0
TNDT,2024,8,65,72,90.28
TNDT,2025,9,75,90,83.33
TNDT,2026,N/A,N/A,N/A,N/A
TNH,2021,N/A,N/A,N/A,N/A
